i,j,k_index,velocity,sigma,SNR,R,Hbeta_flux,Hbeta_SNR,[OIII]5007_flux,[OIII]5007_SNR,Hbeta_index,Fe5015_index,Mgb_index
4,82,430,-374.3913051760769,-257.4235940172777,1.405370947747295,0.008324406132330875,10.916477344406601,1.3031805082848495,2.8267928705076537,0.25037630268503763,7.299270680349468,3.4450527220687372,5.064289799458483
4,83,431,-729.1315071623673,-669.5835866655244,1.5035025497318628,0.008446345256702773,5.615263348532781,0.6784382269531197,7.9772727194533,0.719360215916871,2.3673167302871274,5.22700011712037,4.199817183416246
4,84,432,-729.1315071623673,-669.5835866655244,1.5035025497318628,0.00856960880713356,5.615263348532781,0.6784382269531197,7.9772727194533,0.719360215916871,2.3673167302871274,5.22700011712037,4.199817183416246
4,85,433,-729.1315071623673,-669.5835866655244,1.5035025497318628,0.00869414045158984,5.615263348532781,0.6784382269531197,7.9772727194533,0.719360215916871,2.3673167302871274,5.22700011712037,4.199817183416246
4,86,434,-729.1315071623673,-669.5835866655244,1.5035025497318628,0.008819886476016985,5.615263348532781,0.6784382269531197,7.9772727194533,0.719360215916871,2.3673167302871274,5.22700011712037,4.199817183416246
5,0,435,86.49863985937168,196.77159329661757,2.3590261287724434,0.008512959161742079,0.0,-0.0,10.026265058639517,0.5743103796627822,-0.19349945740674235,-0.5578062798650125,0.37407593126087807
5,1,436,-114.88887363072133,-28.35393533304444,1.3585399451391624,0.008379481980362941,43.5453841314973,2.0468760458677133,9.292004031344751,0.31968011620113995,10.322423196878558,0.43063980217538533,-0.7211615071136988
5,2,437,33.957572849212376,-166.04242715078763,0.7730075815373441,0.008247023645011464,8.463422895375109,0.2406528514188479,46.540139685581266,0.9677577473098159,9.029467285581593,19.91498120461374,0.43831579618044936
5,3,438,10.16165372087774,-3.256701078353774,0.5481610128870229,0.008115634042803702,71.06349466960597,1.8145378100539913,48.63834561685442,0.9083158574615957,5.3444167612717,14.784861795472676,5.687849203709931
5,4,439,-48.559725678872674,-40.464244784424146,0.7226809447846927,0.007985365928048917,33.667831764819546,2.7705335067493,3.0603254292784934,0.18621984700636912,-5.2143742904618655,6.839567900360649,10.31154520129659
5,5,440,40.80395608702755,77.41307621349151,0.91078245373529,0.007856275088449924,8.325476773322412,0.7863877841453277,18.066253199265848,1.2733387808797312,-9.8638133033416,14.094529693104946,7.920283051675227
5,6,441,22.352307438138933,88.80825941590453,1.343983009419138,0.0077284205177475945,26.64298530730119,2.92412766181572,9.984856916657805,0.8142225768191967,0.4861863915707566,6.715463349117849,-0.4307195492374172
5,7,442,14.10671541439171,77.79382032687137,1.8889671464954445,0.007601864594010048,25.007114297284293,3.3116301075669967,4.9385886051963945,0.48661591544144883,6.366153505342392,2.7343741917267463,0.27042303397052514
5,8,443,18.286586890727563,1.958838758500688,2.067043881708772,0.007476673263222028,28.028448565256127,2.245133233953943,20.669835720238265,1.2169215441521517,8.38702292801136,8.624335327067035,3.1783397474105355
5,9,444,-40.08929437224014,157.4483256441898,2.0969762872693924,0.007352916226692343,20.050914262929684,2.791647718346602,4.842841821387437,0.4991283723219836,3.3935222307881556,5.574118098513028,2.0627806296748257
5,10,445,-208.61560886515392,-195.48398477707028,2.2266630263099048,0.007230667131163226,40.80680890430214,1.8315740238574059,12.080682524693668,0.3968383983805434,6.717424860000049,-0.36413174814256144,0.45798047657966556
5,11,446,30.771526200399496,57.13808670836116,2.354942792471922,0.007110003759449861,17.589460142638767,2.4216345447417345,12.155942342234345,1.2359192374062904,2.7364311967774917,6.527458094398479,-0.5298681903164237
5,12,447,29.509663640824275,19.31906799994177,2.357760159875064,0.006991008219819692,24.33951632429162,3.384498055742619,8.932541154042415,0.9256041926514835,2.955676236467873,11.749124017138719,1.6808564777288573
5,13,448,34.64692656905129,14.939524600211383,2.2733515347355286,0.006873767131121819,44.2026931636274,5.926168851038191,10.193885362433724,1.00699306391723,4.737774126933222,9.116926114556637,3.4303680852437424
5,14,449,-14.333057703982403,17.47408502402904,2.5370473496153685,0.006758371800145718,38.77823538608141,5.502413518946544,6.009978272051666,0.6325189315220237,2.3119845742012854,7.288402626875747,2.6854913769918483
5,15,450,25.59633244578332,14.464236005829388,2.8603472088105737,0.00664491838758153,63.221167797503476,9.306849656068133,7.043219682436489,0.762997960474951,3.5171890604711225,2.1698761896308394,1.670328237007069
5,16,451,-3.336293123024028,14.079443858963636,3.1151091184476916,0.006533508057645192,70.70665050225548,10.038056634599286,10.574473013596563,1.106606637620725,5.044308360933236,0.6909382658852785,-1.3347537895441595
5,17,452,19.62225450421208,12.624529677323526,3.1571340394795455,0.006424247105599553,74.09278981214082,9.968105637385568,13.882385642035496,1.3919090344667708,4.849450832472178,5.296425440389782,0.4254332909147016
5,18,453,18.393160306383695,21.025862650975753,3.4127402974027023,0.006317247057132832,85.49854709288007,11.953112354953888,17.982948856137067,1.8814242731001194,4.026961362473854,2.7964427861216894,1.3036513042738451
5,19,454,3.308940306853056,14.980137656753072,3.38021999554347,0.006212624732022714,101.27626768679802,13.765774254704377,17.38750718386696,1.7415603134079338,4.328949380279915,4.382610152610981,2.166298893631724
5,20,455,19.99260483852227,7.03803928866001,3.599204357914547,0.006110502263629499,118.90100258385823,16.29770740053119,28.132486271342852,2.8629770381018034,5.462168928180285,2.175841995054591,1.8795320593093812
5,21,456,27.36868529205911,13.365372563860156,3.792598323172433,0.006011007065334076,110.65575141908712,14.729767092141472,27.102442501037608,2.6737327306335508,2.541765944337598,7.5394846850320985,3.6933046507094787
5,22,457,4.145983023681243,14.304936915223417,4.153688433439236,0.005914271733507655,127.84896311065299,17.673269025500147,23.28262588446824,2.3684024768605294,5.378015070283579,6.11711481821585,1.2973181034856012
